Author,Rating,Review Title,Full Review,Likes,Dislikes,Date
anshit  balaiya,5,Mind-blowing purchase,"really one of the best phone available in market at present, display is really awesome, I am fan of stock android and i thought that miui is waste but now I am in love with  UI of poco, recieved two updates till date. blindly go to this phone u will not regret. Build quality is plastic but it is not as soft as plastic.",1,0,"Sep, 2018"
Amey Gaurvadkar,5,Flagship KILLER. Everything you want Must buy.......!!!!!,"Guys, I am giving a detailed review of this phone after almost 3 days of usage.",1,0,"Sep, 2018"
sumit sah ,4,Good quality product,"phone is just grt ....look performance ,battery ,camera everything is superb ... especially face unlock ....its so fast and accurate (even in ..darkness) that i end up playing with it .....you literally dont look lock screen for than a millisecond.....",1,0,"Sep, 2018"
Shreyash Borkar,5,Awesome,"Poco F1 is really a beast overall, great battery great performance awesome camera... Looks are also nice",1,0,"Sep, 2018"
Partha Sarathi Banerjee,5,Perfect product!,Thanks to Flipkart for prompt delivery. The mobile is superb and awesome. It is 10/10 for every aspect except its build quality. Screen glass was expected at least gurilla glass 5. Any how it is the best at this price range,1,0,"Sep, 2018"
BUNTY PRAJAPATI,5,Highly recommended,good phone excellent superb ,0,0,"Sep, 2018"
Neeraj Kumar,5,Simply awesome,NOTHING IS THE BEST IN THIS PRICE POINT,1,0,"Sep, 2018"
Shivam Raheja,5,Excellent,I'm in love with this phone from the time when  I unboxed  this phone,1,0,"Sep, 2018"
Rahul Giri,5,Wonderful,"it's a great device with an ""ok"" camera, performance is really good and battery backup is great ,the display could have been better but it's still manageable in the end I would like to say for the price it's a beast! but delivery service from Flipkart is awful and packaging was awful as well",1,0,"Sep, 2018"
JAMAL MOHAMMED,5,A wonderful product from Xiaomi...,"This mobile is really a wonderful product from Xiaomi. Dual camera, face unlocking, upcoming Android Pie update are all so good. Display and performance is ROBUST. A much more worth for the money. A fantastic flagship mobile of this year 2018...",1,0,"Sep, 2018"
Mahesh Khetwal,5,Best Of Best,Mobile is just awesome at price point of view,1,0,"Sep, 2018"
Anup Srivastava,5,Terrific,"Awesome is a word for Poco F1, first flagship phone from Xiaomi. The POCO F1 trumps every other smartphone  terms of performance, speed and even battery life to an extent that it seems like a no-brainer for any buyer. i got this phone yesterday and i used it mainly for camera and testing speed. i must say it is really very fast, i tested some heavy games without any issues, seems liquid cooling works, camera quality is really good, the voice with speakers are good but with earphones its not t...",1,0,"Sep, 2018"
Dipanjan Das,5,Terrific purchase!!!,1. Display is great- colours are crisp and it is also a very bright panel.,1,0,"Sep, 2018"
Shivam Patel,5,Excellent,awesome smartphone with great battery life and fast charging that was super great deal in my opinion and with Snapdragon 845 I think it's pretty in my opinion if you want to purchase just go don't think much more,1,0,"Sep, 2018"
vasanth krishasamy,5,Must buy!,"The phone exceeds all the expectations in all the areas but one, I feel the display is not as vibrant as other flagship phones out in the market.",1,0,"Sep, 2018"
Sumukh Hebbar,5,Super!,"best mobile phone...value for money...flagship killer...and performance wise it has sd845 its the best part of this mobile, and it gives ultimate performance for any type of users with the  best battery back up,gamers will get awesome experience with it because it also has liquid cooling system so no heating issues.... 4000mah battery gives more than 1day backup with normal usage(with some games) ...camera quality was good,the images taken from this mobile is looks like its taken from  DSLR c...",1,0,"Sep, 2018"
Jobin george,5,Really a Flagship Killer,Pros:,1,0,"Sep, 2018"
prateek choudhary,5,Best in the market!,"So when i heard a phone with a snapdragon 845 killing the market of the likes of OnePlus and others , in a flash it was simply worth the quote "" Shut Up and Take My Money "" and i was amazingly lucky to buy this phone , can't find any reason to complain unless one is simply trying to compare it with what it has more or less than it's competition .",1,0,"Aug, 2018"
Vivek Raj,5,Just Awesome...,"POCO F1 is by far the best flagship phone i have seen. The speed is no comparison to any. The battery life is just awesome. I received the phone from Flipkart at about 45% and used it for about 2-3 hours in setting and testing the new phone and when i looked at the battery, it showed 32% !!!! Can you believe that !!!",1,0,"Aug, 2018"
Ravi Shah,5,Worth every penny,Excellent Phone. It's my first time writing review on flipkart and have to say performance is top notch also the build quality isn't that bad like other used to say like this is a plastic phone no it looks premium to me and 10/10 for delivery.,1,0,"Aug, 2018"
Harshal Jagtap,5,Excellent,SOUND REVIEW :-,1,0,"Aug, 2018"
Flipkart Customer,4,Wonderful,First impression product is looking good even with polycarbonate back.The exchange process was a bit horrible. Company seems to be doing so much of checks even for a good exchange product.with a good condition. checking the quality of product is not wrong but they should also value of the customers and their point of view. Hope this will improve in future. Otherwise POCO rocks and I like it,1,0,"Aug, 2018"
anmol  mattoo,5,Super!,pros,1,0,"Aug, 2018"
shoeb rk,5,Great product,awesome and fantastic phone no anny hang battery backup is so awesome and miui them better then one plus 6 oxygen os i love it Poco f1,1,0,"Aug, 2018"
ABHISHEK BAJAJ,5,Terrific purchase,The phone is blazing fast Right from Face unlocking to Fingerprint unlocking to opening of the apps. No lags whatsoever,1,0,"Aug, 2018"
Tara,5,Awesome,"Posting my experience over the last 12 hours of usage - Awesome phone as described in all the reviews and news. Blazing fast experience, MIUI doesn't feel as bloated for a former One plus user :) Yet to experience hardcore gaming but first impressions with Asphalt 8: Airborne was great. Battery is very good - can easily last 1-1.5 days with heavy usage of calls, internet heavy apps, video watching (without gaming). Face detection and Figerprint sensors are a breeze. The Snapdragon 845 really ...",1,0,"Aug, 2018"
Yogesh Mohan,4,Very Good,The Big Game changer is here.,1,0,"Aug, 2018"
Aditya Pandit,5,Great Delivery. Great Product.,Product:,1,0,"Aug, 2018"
Flipkart Customer,5,Highly recommended,Great phone,1,0,"Aug, 2018"
Shwetabh Shashwat,5,Brilliant,"Value for money phone, if ur budget is around 20 -25 k ...",1,0,"Aug, 2018"
Dhamar Mainkar,4,Value-for-money,i migrated from mia1 to Poco f1.,1,0,"Aug, 2018"
Alekhya  Kandukuri ,5,Terrific,excellent features in a budget friendly price lucky to got the phone as earliest thank you flipkart for delivering the product safely am in love with poco right now all the other flag ship models will be costly with these kind of features but poco is the best in comparision with all the flagship models in the market,1,0,"Aug, 2018"
Suvajit Parida,5,Super!,Killer!!,1,0,"Aug, 2018"
Shubhajit Saha,5,Fabulous! Outstanding! Mindblowing!,"When I saw the launch video, like others, I  got impressed about the spec and price tag. But I was little doubtfull about how the phone actually would be in reality. But when I unboxed it and first turned it on, oh man, it is way beyond the expectation. It feels so premium. Outstanding build quality, awesome display, very fluid and extreamly fast performance. And also thanks to flipkart for one day delivery!",1,0,"Aug, 2018"
karan kumar,5,Super!,Camera is perfect for photo only not video recording is not good best budget smartphone yet nice purchase be happy😍😍😍😂😂😂,1,0,"Aug, 2018"
arindam ganguly,4,Nice product,fastest phone poco f1...and fastest delivery by Flipkart...what a performence superfast.face look super fast ...back side is not bad...display to good.. camera .....3.8 out of 5. Performence...5 out of 5.display...4.2 out of 5.mobile look...4.3 out of 5.battry performence 5.0 out of 5. problem this phone is..no selfee flash..notch is big...portait mood camera is good but not very good...back side is normal ...but ovelall price range mobile is outstandind features.i ordered 29 august nad Flipk...,0,0,"Aug, 2018"
JEEVARATHINAM S,5,Brilliant,"Ordered on 12.00 pm 29/Aug/18 delivered on next day 30/Aug/18 9.30 am Flipkart is really awesome, Master of speed device delivered by Master of speed in online shopping portal flipkart, got in hands in just 21 hours from order time.",1,0,"Aug, 2018"
Manasa Rani M,1,Not recommended at all,I'm writing this review after one and half year.I bought this mobile in October 2019.I'm writing this review on 10th Apr 2021.,6,9,"Apr, 2021"
Rickey Jones,5,Mind-blowing purchase,Guys believe me this is a best flagship phone i previously used One plus 5S and then now switched to Pics F1.,6,9,"Sep, 2018"
Manas Kumar Singh,3,Decent product,I have been using this phone for about a week. This my first Mi phone. Earlier I was using Moto X Play. After a long time I am using a phone which isn't having the native Android UI so I can see the down sides of fidleing with it. Hence I will be telling you more about the cons than Pros.,3,3,"Oct, 2018"
